ma_nguoi_dung,ho_ten,email,sdt,ngay_sinh,gioi_tinh,cccd,vai_tro,trang_thai,created_at,ma_chi_nhanh,ma_hsdn
639c2d93-a5f4-47d9-a929-6f60f5d1c1b0,Lê Văn Tuấn,tuan.le1838@gmail.com,0992299118,1985-06-15,Nu,028281714357,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,c6d185d3-3b89-4331-85a6-bd718342e9e1
66218bf8-b703-4f68-995c-bb9800410b27,Đặng Phương Bình,binh.dang4806@gmail.com,0932049711,1985-06-15,Nam,013197301572,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,4bde472f-46d1-4d4a-a3a2-bd1811e00bac
6630c58b-7d07-4917-92d4-fb227a59b0f1,Đặng Quang Dũng,dung.dang9906@gmail.com,0967443259,1985-06-15,Nu,034116898483,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,afd47b2f-2348-4a30-8733-0b3ddf8e0d95
688ff765-c952-4e0e-a729-d2a0ecd8cf3d,Hồ Ngọc Tâm,tam.ho7152@gmail.com,0919887625,1999-06-19,Nu,005228263209,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,1c515879-c33a-4175-af65-f74c5034ca13
68b9019f-4066-4f95-9285-793071cf1f50,Lý Đình Khôi,khoi.ly1141@gmail.com,0915253760,1993-06-04,Nam,032720175576,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,99cd1020-4eec-42a8-8596-0f89081f268c,c57b538e-359a-4a01-a56c-da54a70db1d1
6bb307cb-a73a-40ec-a242-6719d2f2689c,Nguyễn Ngọc Linh Nhi,nnln@gmail.com,0292929299,2007-08-26,Nu,202992929212,Nhan vien ban hang,Dang hoat dong,2026-08-26 09:00:07.063178+00,95e8893d-8ef0-4d5b-96c1-f1d41d06907a,
6bcd3fcd-82af-4b75-860f-6f884f15d0e5,Trần Như Nhi,nhi.tran8146@gmail.com,0945479017,1998-02-11,Nu,043278070829,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,dff77033-6f65-43ea-8119-fd47d31e27dc,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
6ca87db3-a64f-4844-8dde-2eb06b185c79,Lý Thái Cường,cuong.ly6161@gmail.com,0901964982,1990-03-22,Nam,076879334125,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,3a7e5109-9181-4569-a55b-a3fc20e27fe6,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
6e152219-bd54-48b3-9b0d-4221eb95e834,Huỳnh Khánh Uyên,uyen.huynh8347@gmail.com,0908500527,2002-08-11,Nu,047044116469,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,d41fc263-11be-4e59-83e6-e37ed4315d50,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
70b95723-cc56-451d-9bdf-b16fc6e8506f,Phạm Thị An,an.pham3640@gmail.com,0985601671,1985-06-15,Nam,016474067437,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,17edb2e9-7f44-465f-8b11-8f2d6a6596b6
70c472bd-2b79-42ab-8f7a-acf29df724e2,Ngô Quang An,an.ngo1806@gmail.com,0990867725,1993-06-02,Nam,019031512283,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,c7883925-d148-476e-8599-3c4ed3b1beb8,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
7220708d-8f5e-49e8-adba-d01277869a3b,Lê Thành Hải,hai.le9750@gmail.com,0949466162,1985-06-15,Nu,096439510848,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,ab0eb565-e8ad-4b0e-b2f4-cba3521d0411
7240d0b7-1206-44f1-92c1-7f8fb3aebadc,Dương Đức An,an.duong3575@gmail.com,0939753291,1999-06-12,Nam,096291334136,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,3550c5e1-45e1-4d90-89ec-34966e2dd7b9,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
73efaf1f-b14e-47c2-8305-b37e2c33fbbe,Vũ Thái An,an.vu6106@gmail.com,0988520167,1997-05-15,Nam,081623076385,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,64afa405-be95-4b21-903c-cb0151b03ba0,195ea851-59dd-4e70-ad76-71d0ea76db64
782e1437-0d6d-411f-8416-413a2171d0f3,Bùi Thành Linh,linh.bui5758@gmail.com,0962571441,1985-06-15,Nam,087259150665,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,be9c629a-73a7-4f3a-ac22-08a886cd24df
785a1830-49ba-4d69-b0a6-dbf1ad69dbe7,Phạm Quốc Long,long.pham3622@gmail.com,0922668819,1994-08-02,Nam,062079672910,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,62db2bfa-3a21-4dfd-88ae-55204b8c8db0,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
798ffe35-cf66-49cc-9ddf-a7032ce0cad9,Huỳnh Thái Tùng,tung.huynh2023@gmail.com,0955918352,1991-08-11,Nam,044320105830,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,ab0eb565-e8ad-4b0e-b2f4-cba3521d0411
7a5bf4a3-935c-4caa-8388-5f98aaf58727,Bùi Quốc Khang,khang.bui8665@gmail.com,0967787298,1990-04-15,Nam,074982464080,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,c6d185d3-3b89-4331-85a6-bd718342e9e1
7be0de4b-a8e8-4a07-8a79-7f4c49a38fd6,Hoàng Thanh Nhi,nhi.hoang3414@gmail.com,0980104354,1991-10-16,Nu,081007583787,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,e8acc2e0-6d3e-4b9f-8e28-78e11edc73e7
7d327a64-d5f7-4141-8c95-8b2e95ce66da,Phạm Thanh Hà,ha.pham8306@gmail.com,0960832346,1993-05-14,Nu,057413144571,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,9c678f71-bbdb-479c-a1b9-fe0c116dc8ad,b45bd7b0-c853-42b4-8df6-678e74dcdabf
7e442038-290b-4c6f-842d-b672b1672b26,Lý Minh Nam,nam.ly9685@gmail.com,0918623280,1990-01-07,Nam,050231249618,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
7ea47cd9-a0f5-4eb8-81a6-d7fb7df7be76,Nguyễn Ngọc Linh,nnl1@gmail.com,3093939939,2004-07-29,Nu,202389120390,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 09:21:29.323461+00,,5f149f7c-2bc3-4730-bcdd-2eb755ee6513
801bc0f7-f795-4df0-be64-fe0e0809945d,Đặng Hồng Linh,linh.dang9890@gmail.com,0999856978,1990-04-22,Nu,097445480749,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,1f6d328f-c0b0-4676-b4f7-29935641dcea
83548d01-4f86-4f7c-bcb2-dd74b4f3b8e0,Vũ Thành Thảo,thao.vu4229@gmail.com,0950090772,1985-06-15,Nu,022324457064,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,f7d08df4-04db-4d5a-859f-70ccf5e5e2dd
83f80934-6d30-49d1-b41c-e0d055ffc7dd,Huỳnh Thanh Nhi,nhi.huynh3599@gmail.com,0982357961,1996-09-22,Nu,004724949793,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,f7d08df4-04db-4d5a-859f-70ccf5e5e2dd
8407edf1-3a5c-4bbf-8c9b-ea4a85440111,Phạm Thành Bình,binh.pham9537@gmail.com,0977778393,1985-06-15,Nu,052822882042,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,017c6501-d818-4a3a-8f74-e9aba4552abf
877a4093-6f18-4ebf-bfa8-463562bf14f8,Đặng Thảo Anh,anh.dang4433@gmail.com,0955466111,1999-12-28,Nu,009643630063,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,d69ba734-c3f9-4813-be9f-d1d83d7ec45c
88c55507-e035-4caa-83c9-eecde2352340,Lê Hữu Long,long.le9332@gmail.com,0930861544,1992-05-22,Nam,059395671827,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,8ad58563-6e4c-4e8b-acc8-1ba9aeaff128,5f149f7c-2bc3-4730-bcdd-2eb755ee6513
890704a3-ebab-40c7-873c-158ed5e9fb1b,Bùi Hải Phúc,phuc.bui1713@gmail.com,0929263636,1992-04-15,Nam,021500918625,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
89186dff-8662-402e-9713-64946334f54b,Lý Bảo Hương,huong.ly3493@gmail.com,0939704749,1997-02-23,Nu,015636018892,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,d295daa0-c3e6-4398-9c45-9f53792f5e18,195ea851-59dd-4e70-ad76-71d0ea76db64
89a2e416-5565-4a85-b42d-23d8f541136c,Hồ Hữu Long,long.ho8267@gmail.com,0931661105,2000-03-20,Nam,031882546705,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,b4dc9b09-3ad8-4f76-ad21-7553390cda6e,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
89ee3540-2e81-4982-95b2-8db0d9746135,Hồ Đức Hải,hai.ho4523@gmail.com,0929295983,1997-11-13,Nam,097994892371,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,6254b323-5a50-4b9d-97b8-c4d50371d70d,b45bd7b0-c853-42b4-8df6-678e74dcdabf
8acf532f-adc2-4808-85db-52928255be4f,Phạm Minh Hải,hai.pham7796@gmail.com,0996105839,1985-06-15,Nam,042908839029,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,02ae4d77-f3d1-49eb-8e47-3c162db99f22
8b3af03f-98c8-454d-b7da-9087df2da68e,Phạm Bảo Thảo,thao.pham6201@gmail.com,0906317587,1990-12-20,Nu,024042972576,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,b1f3da2e-5496-446f-906d-ee7e0b81770a,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
8c283415-73e3-4b37-8c9b-07510384605d,Nguyễn Kim Ngân,itnamemyidol11@gmail.com,0939929292,2001-01-01,Nu,029993992922,Nguoi dai dien,Dang hoat dong,2026-08-26 08:51:36.660719+00,,f8d5b658-8608-425f-89c5-dcaeef0a647e
8c2928a1-c37d-47ad-985a-c4aa60ec260a,Dương Minh Sơn,son.duong9936@gmail.com,0927886317,1992-04-11,Nam,067218709406,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,a15af6ae-5802-4568-9e30-cf6e238bd336
8de4488d-e5c7-43fb-b30d-71d3a10ae663,Lê Đức Hải,hai.le9891@gmail.com,0957978004,1985-06-15,Nam,004327237360,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,8bafce75-fceb-43d7-b301-1d48b9e4de54
8fbb2a98-fbc8-4c56-928f-0fdcae91f37a,Hồ Phương Châu,chau.ho2979@gmail.com,0935007097,1995-05-28,Nu,075772767271,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,5f149f7c-2bc3-4730-bcdd-2eb755ee6513
91f4004f-64a5-4a19-bae3-2151a18f4e30,Trần Ngọc Mai,mai.tran8414@gmail.com,0942181124,2000-11-26,Nu,015143423159,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,da49801a-ad11-4e33-9dc1-9919589faf11
92808f6d-a316-4e49-ae5b-236778dd9f58,Lý Phương Quyên,quyen.ly9869@gmail.com,0977010328,1990-09-28,Nu,064053443395,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,b01bbe8f-c041-4305-901c-ce6d71c3977a,97cc13f3-9e0f-44d3-93a8-d8725e4fab06
9455723b-0ed7-42dd-9353-9de1f6b001c2,Trần Thị Linh,linh.tran9260@gmail.com,0984899842,1985-06-15,Nam,005439184609,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,4372b404-c218-4eb7-bcb6-c1089a94624b
9457762a-f1f5-457b-9d8c-a8b779d75379,Trần Phương Tuấn,tuan.tran7951@gmail.com,0923283964,1985-06-15,Nu,074919689434,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,fd61f2bf-6655-4239-955b-b2ddd14c63c6
94c3eaf1-8ca2-4b43-b2b4-5e7ae3918ab9,Bùi Đức An,an.bui4941@gmail.com,0937470731,1985-06-15,Nu,061759444582,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,afd8448c-69ae-4867-93aa-c579ea459299
94f30a42-5d52-4c3f-b26c-d6b3ee0b5bf5,Đinh Quang Tuấn,tuan.dinh8706@gmail.com,0913873257,2002-08-13,Nam,015161018721,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,4c793256-9529-4596-a0ea-52b4eb9c691d,ab0eb565-e8ad-4b0e-b2f4-cba3521d0411
957135a0-2b0a-4766-b92a-3cc6f0058e77,Vũ Đức Tùng,tung.vu7112@gmail.com,0989424504,1993-03-28,Nam,025557638123,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,4385a7ab-71bd-4e38-be6f-020bd45e9e83,1f6d328f-c0b0-4676-b4f7-29935641dcea
97bbe54f-518c-4fbb-8cab-f38150c1d67b,Ngô Hữu Tuấn,tuan.ngo1258@gmail.com,0973712839,1996-04-10,Nam,021292291818,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,a9364e8e-1560-4bf4-b0a4-55185a5b2591,b45bd7b0-c853-42b4-8df6-678e74dcdabf
98c24425-82a2-4c57-a3bc-00981460242b,Bùi Đức Linh,linh.bui9335@gmail.com,0946033816,1985-06-15,Nam,036619113214,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,0d804bcb-be7f-4d9b-a8a9-8c5e951da97a
9a276c1e-97c5-4696-a152-3068fafc5459,Bùi Quang Tuấn,tuan.bui3089@gmail.com,0916004075,1985-06-15,Nu,003159691238,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,aac5368a-3bf3-427f-ab4c-99fca4f00eea
9e9dd056-43e7-4424-afa6-90d0d9d96c2e,Trần Thành Tuấn,tuan.tran2142@gmail.com,0934877945,1985-06-15,Nam,001928650278,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,36f27a6b-d8a5-4dd7-978f-1c12f16f85f2
9ff07306-5769-4d11-b6a4-b51376bbdcae,Phạm Quang An,an.pham7090@gmail.com,0982678545,1985-06-15,Nu,052581375414,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,57300452-7745-419b-90f4-9e8d2a07bc3f
a229ccf5-dacb-4cf4-b86b-b87f387d3e65,Bùi Quang Hải,hai.bui8004@gmail.com,0917797348,1985-06-15,Nu,015230165422,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,c6ea3e6a-f0da-491b-9e4e-94ec591a3e1e
a272714e-0737-4fd8-8f5f-b46ebd430927,Đinh Tuấn Phúc,phuc.dinh8142@gmail.com,0948660904,1998-07-02,Nam,088076748725,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,bf5113ae-8d82-4bd1-9370-3be8c97f45c3,da49801a-ad11-4e33-9dc1-9919589faf11
a77a7e3a-d5db-4ccc-b6f2-a242c1866870,Đỗ Quốc Long,long.do6426@gmail.com,0921442464,1995-10-12,Nam,067972118241,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,195ea851-59dd-4e70-ad76-71d0ea76db64
a7d8472b-83d7-4dcc-8865-d84691b8b0e1,Vũ Quang Linh,linh.vu7873@gmail.com,0964952489,1985-06-15,Nam,017293468292,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,7a296d86-e092-4453-b4bd-725b169aee4d
a94334bc-3c66-4b35-a134-7a3c4bce1b3d,Vũ Thị Uyên,uyen.vu1992@gmail.com,0928489541,2000-09-13,Nu,046286723047,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,ea457754-0a9a-4170-82a4-10c904e104c1,b45bd7b0-c853-42b4-8df6-678e74dcdabf
a943aaee-a722-4a95-b184-c6a569335157,Vũ Thị An,an.vu9081@gmail.com,0980956243,1985-06-15,Nam,082150329516,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
a9c2494a-e42c-42c0-ad25-8a1c0bcad38d,Đặng Hải Sơn,son.dang5140@gmail.com,0902320652,1993-04-10,Nam,051005704160,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,0c363009-a091-4f2f-857a-a1ca92edd207,5f149f7c-2bc3-4730-bcdd-2eb755ee6513
a9f84f39-ae9b-4cd7-986b-908a36eb0377,Hoàng Thành Hải,hai.hoang6284@gmail.com,0957740063,1985-06-15,Nam,019040462020,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,6b5381a9-d1cd-4314-b723-3c36501caa83
aa0f78c3-48ec-46a7-9e03-14cbcf3b81fe,Bùi Văn Quân,quan.bui3956@gmail.com,0943542474,1998-07-19,Nam,098844881006,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,5dff71ab-b046-4fb0-b948-45f563a32592,b45bd7b0-c853-42b4-8df6-678e74dcdabf
af76b884-b70b-4a56-952a-8e662cc9d95b,Võ Minh Quân,quan.vo3977@gmail.com,0937799247,1992-08-08,Nam,095878087719,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,a6483cb2-b3f1-45c1-a47b-49b28f4c5383,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
afb91e0e-aaea-494e-91c0-c925d5e7545e,Võ Đình Khôi,khoi.vo1860@gmail.com,0975260097,1995-08-05,Nam,082648159298,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,9cb249b9-8a3a-42ca-9f32-b2a2677d5202,c6d185d3-3b89-4331-85a6-bd718342e9e1
aff9069f-9721-4318-8ebd-982fd7e259bd,Nguyễn Quốc Dũng,dung.nguyen3569@gmail.com,0903010976,1993-07-06,Nam,085535072352,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,1d224a41-2eb4-4db0-a8e4-14bdb8c45051,b45bd7b0-c853-42b4-8df6-678e74dcdabf
b08c7903-b2e1-44fe-b4fa-4a8800481932,Phạm Ngọc Anh,anh.pham1508@gmail.com,0974406962,1998-01-25,Nu,070164057303,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,2a0f71ae-512d-492c-80c3-53d9180fe5af
b16cec6e-c3a8-433c-b508-9f286bfab4e9,Vũ Minh Thảo,thao.vu2917@gmail.com,0926485142,1985-06-15,Nam,036896330027,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,0f44c4e9-2b55-4a43-88c8-e51bc848ab1a
b30e002a-e387-410b-b927-18bb92f36772,Trần Minh Linh,linh.tran6380@gmail.com,0962353572,1985-06-15,Nam,097691110622,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,9ee98775-8d3c-4737-8fd2-d53c7ddbbb55
b363c6b3-1732-48b3-8a8c-8c90c642f88b,Đoàn Thảo Châu,chau.doan2865@gmail.com,0943747045,2000-04-08,Nu,074255111477,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,4372b404-c218-4eb7-bcb6-c1089a94624b
b4d80f49-87cb-412a-a55c-7626b1b32eb5,Vũ Thanh Nhi,nhi.vu9363@gmail.com,0970141355,1994-09-05,Nu,095518210387,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,f7d719ee-6eac-4ffe-bfdd-2bd1a758a588,57300452-7745-419b-90f4-9e8d2a07bc3f
b531ad8d-504e-4c3e-9dd7-1c3cf4fdc23c,Lê Thái Bình,binh.le8396@gmail.com,0966006570,2000-03-17,Nam,070757069747,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,96037528-a8e4-44d9-86e3-687b23ceb193,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
b7821643-586a-45e0-ae0e-b79b01e70f6e,Hồ Cẩm Hương,huong.ho1270@gmail.com,0941381299,2002-12-17,Nu,058264953029,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,af3d771a-93f6-4757-a8e8-26bc5a3d4d52,0f44c4e9-2b55-4a43-88c8-e51bc848ab1a
b9a46e5e-8f07-4348-b26a-ebf52b28ec24,Vũ Minh Linh,linh.vu9380@gmail.com,0905948932,1985-06-15,Nu,002135520013,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,3d6780db-e3aa-4cca-9f2e-2aa7beb3f0f4
ba0f8580-8c85-426c-89f5-40dbbc3816e7,Đặng Thị Linh,linh.dang8450@gmail.com,0937037092,1985-06-15,Nam,014572839835,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,639f4245-d8ad-4e85-9e70-b2c619fc340e
bf169f4c-48c7-4ce6-ae86-ff6374d34d84,Nguyễn Đức Linh,linh.nguyen9882@gmail.com,0931391505,1985-06-15,Nam,008714656269,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,c57b538e-359a-4a01-a56c-da54a70db1d1
bf250224-0460-499c-b474-bed965238786,Ngô Hồng Vy,vy.ngo5477@gmail.com,0910388254,1994-08-06,Nu,002740192887,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,168a25a0-24c7-44a4-a996-6f3f9fc86738,ab0eb565-e8ad-4b0e-b2f4-cba3521d0411
bf51d534-f442-4830-bb07-178ffe6b4f38,Đặng Đức Linh,linh.dang1605@gmail.com,0905456348,1985-06-15,Nu,083796031672,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,09648f1b-81a9-42ff-9795-d0928a52d8d2
c0b4ff57-fa09-4085-adb9-9ccb7ac15f0e,Lê Đức Hải,hai.le8259@gmail.com,0942452709,1985-06-15,Nam,072707265819,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,ec461027-a973-418e-90bf-6dc7e814f027
c1651bd3-32a8-4ec3-8722-18bf71587e3f,Trần Minh Dũng,dung.tran5434@gmail.com,0998882986,1985-06-15,Nam,020604985778,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,8b7e72b6-d833-419e-8086-024d6be1b144
c185122f-81e0-44dc-b149-3af46521a2c7,Đặng Đình Khang,khang.dang1693@gmail.com,0974310228,2001-07-20,Nam,073461059498,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,97cc13f3-9e0f-44d3-93a8-d8725e4fab06
c246a2ce-0e9a-4b09-b824-a47bce0161a4,Nguyễn Kim Ngân,arimalie555@gmail.com,0988393929,1999-01-12,Nu,029993993939,Nguoi dai dien,Dang hoat dong,2026-08-26 07:17:09.819927+00,,cd3bcf1f-d91d-4c8e-bfb8-8f6b968a20c1
c3a9675c-59ee-47dc-ae46-496d9fc13f4a,Huỳnh Bảo Trang,trang.huynh5836@gmail.com,0978105092,2001-08-11,Nu,016453717684,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,ba8df534-7d17-4696-95b9-c486281560b0,b45bd7b0-c853-42b4-8df6-678e74dcdabf
c4374b06-27c6-4539-a641-8faba09d8e7b,Lê Phương Bình,binh.le5420@gmail.com,0949646516,1985-06-15,Nu,097446339990,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,1c515879-c33a-4175-af65-f74c5034ca13
c478f2ba-3826-4070-8b41-a291e87e3ccc,Bùi Cẩm Uyên,uyen.bui9108@gmail.com,0952878687,1997-07-05,Nu,046159549961,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,5c734a85-77ca-4b26-aa6f-0c763f527ad5,32da8e0d-0142-41da-b6b7-172fa52dc131
c4ad9fd0-a215-4ae4-afeb-716156e4e601,Đinh Hữu Tuấn,tuan.dinh4920@gmail.com,0911889070,1995-01-21,Nam,071206035170,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,32da8e0d-0142-41da-b6b7-172fa52dc131
c54a7705-baef-4ac6-b96b-d50338941831,Hoàng Thành Tuấn,tuan.hoang9163@gmail.com,0958752831,1985-06-15,Nam,019989781236,Nguoi dai dien,Dang hoat dong,2026-08-24 20:04:58+00,,5b61f219-490e-4265-b3d1-1ba7728af1ea
c6412fdd-04bc-4ca1-8c6c-06892ebf4360,Phạm Hữu Nam,nam.pham7874@gmail.com,0952373617,1991-01-02,Nam,020913602734,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,139f3108-4a76-4985-b6a8-9a9ec138a789,195ea851-59dd-4e70-ad76-71d0ea76db64
c6498120-dab6-4521-a47b-95b54be81fdc,Lê Khánh Hà,ha.le4729@gmail.com,0991913642,1994-03-16,Nu,082965150842,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,0bb45dbd-d123-48e3-b019-bebbe4939c5d
c6efcd01-bce3-42f5-a159-5feec8896623,Trần Hải Sơn,son.tran1389@gmail.com,0935499531,2002-09-04,Nam,077642149573,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,61c7ad52-a1ff-4446-80fd-3a8b4ac66381,f7d08df4-04db-4d5a-859f-70ccf5e5e2dd
c865221c-fc44-43cc-9eef-f064a59cab7e,Trần Kim Anh,tkaa@gmail.com,0299399292,2005-08-14,Nu,202393992999,Nhan vien ban hang,Dang hoat dong,2026-08-26 07:22:28.763981+00,c3a458c4-3ccb-4e3c-8b26-f132961f73a9,
c889244d-0497-4ea0-aa41-4caf654f83d6,mytran1854,mytran1854@gmail.com,,,,,Khach hang,Dang hoat dong,2026-08-26 03:07:57.223814+00,,
cb6b9894-89af-4811-8492-95cf32e715e7,Phạm Đức Linh,linh.pham2556@gmail.com,0915580462,1985-06-15,Nu,082457360340,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,0f285aa1-2503-410e-b1c9-15b8ab7235e4
cc30fac8-7967-44f3-b48c-638e9c574341,Đoàn Cẩm Hương,huong.doan9002@gmail.com,0941092647,1993-09-17,Nu,009221087691,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,440cc5c3-dbe3-4d65-b735-10b04b2987c3
ccf9a5de-bac4-4c92-928e-3c308c98ca54,Lê Đức Linh,linh.le1827@gmail.com,0914844421,1985-06-15,Nu,005114048256,Nguoi dai dien,Dang hoat dong,2026-08-26 16:58:24+00,,5c729ab1-749a-46f4-ac2b-b56ab6d53565
cf50c40b-608f-4986-979b-1c69aa3e839f,Trần Đình Bình,binh.tran6894@gmail.com,0980270137,1997-11-21,Nam,023420749624,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,707c001c-c440-4b4c-9717-e789750eda65,c4b32ba0-c514-4b61-8df1-f2afdf45b8db
cf8b2fc6-05eb-4b90-a808-7ee377ebbaeb,Lý Minh Bình,binh.ly1125@gmail.com,0939112819,1998-10-17,Nam,062611374964,Nhan vien quan ly voucher,Dang hoat dong,2026-08-25 21:33:23+00,,5b61f219-490e-4265-b3d1-1ba7728af1ea
d1644885-eaa8-40b1-80e6-438f86c3fcdd,Bùi Minh Tuấn,tuan.bui6431@gmail.com,0908952897,1992-04-01,Nam,041140909920,Nhan vien ban hang,Dang hoat dong,2026-08-25 21:33:23+00,89d80f0c-3920-459b-aeb4-486e4dd8dac1,a15af6ae-5802-4568-9e30-cf6e238bd336
